Label,Tweet,,,,,,,,,,,,,,,,,,
Non_HS,Gimana nih om @pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. Tapi gimana udah terlanjur ya. #matanajwadebatjakarta,,,,,,,,,,,,,,,,,,
Non_HS,Haduhhhh Pak Anies.. Terus pendukung anda yang didatengin ke Jakarta itu dari mana pak? Dari luar jakarta kan #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,Haha anies pendemo2 dr jawa barat kok ga ngomen. Takut kalah ya haha #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,#MataNajwaDebatJakarta pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak,,,,,,,,,,,,,,,,,,
Non_HS,"#MataNajwaDebatJakarta jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang..",,,,,,,,,,,,,,,,,,
Non_HS,"#MataNajwaDebatJakarta Paslon 3 serang terus dengan membawa2 hal2 yang biasa menyerang, tp Paslon 2 tenang menjawabnya",,,,,,,,,,,,,,,,,,
Non_HS,"Aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jakarta pak mANIES jahattttt #MataNajwaDebatJakarta",,,,,,,,,,,,,,,,,,
Non_HS,"#MataNajwaDebatJakarta saludd utk mata najwa, berbobot sekali perdebatan malam ini..",,,,,,,,,,,,,,,,,,
Non_HS,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok,,,,,,,,,,,,,,,,,,
Non_HS,"Menurut Anda, apakah #SidangAhok Dugaan Penistaan Agama dengan Terdakwa @basuki_btp murni isyu Pilkada DKI Jakarta atau murni demi Islam???",,,,,,,,,,,,,,,,,,
Non_HS,Semua kejujuran akan mendapatkan pahala dari surga. Sabar ya Pak Basuki #FreeAhok https://t.co/NlgbEcj4Jc,,,,,,,,,,,,,,,,,,
Non_HS,"#MataNajwaDebatJakarta terima kasih telah memberikan pendidikan demokrasi pada rakyat Indonesia, khususnya Jakarta.",,,,,,,,,,,,,,,,,,
Non_HS,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,"Jika lo bisa menceritakan kembali kalimat2 yang dilontarkan Anies di @MataNajwa dengan bahasa lo sendiri, lo luar biasa. #MataNajwaDebatJakarta",,,,,,,,,,,,,,,,,,
Non_HS,"kalau liat sosmed, Pak Ahok menang telak. Namun sayang, hanya kata-kata manis lah yang diserap bbrp warga kecil. #matanajwadebatjakarta",,,,,,,,,,,,,,,,,,
Non_HS,Seharusnya mah basuki sudah bebas ya kan? #FreeAhok https://t.co/Mw3k0vYweF,,,,,,,,,,,,,,,,,,
Non_HS,"Kenapa debat @MataNajwa ini, Ahok makin keliatan diatas angin ya. Kliatan dia sangat menguasai problem solusi tata kelola Jakarta.",,,,,,,,,,,,,,,,,,
Non_HS,Kalau lihat Ahok itu kayak lihat power rangers merah,,,,,,,,,,,,,,,,,,
Non_HS,Kesimpulan. Ahok spt biasa fokus detail ke program. Anies terlalu fokus menjatuhkan lawan #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,"pertunjukan yang sangat membuat saya serius dan gak mau diganggu, selamat untuk pak @aniesbaswedan buat gagasan nya #MataNajwaDebatJakarta",,,,,,,,,,,,,,,,,,
Non_HS,Jangan berpihak...melayani rakyat dengan sepenuh hati..Tuhan yang memberi kekuasaan.. Tuhan yang mengambil..-ahok#MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,Pak Ahok jangan blunder dong Pak..dari tadi udah bagus. Pertanyaannya komitmen menerima hasil kontestasi. #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,Kiranya Jakarta semakin baik. Selamat berjuang buat Pak Ahok dan Pak Anies ! #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,Masihkah Ahoker debat soal program? Jlebb.. KO kena uppercut Anies soal KJP. Pergubnya blm di rubah.. @roemahdjoeang @NetizenTofa @cepot234,,,,,,,,,,,,,,,,,,
Non_HS,Semua penganut agama harus dapet hak yang sama - Ahok #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,"Aku heran kenapa ilklan kampanye #AhokDjarot yang terbaru itu begitu, ini aku loh yang bingung bkn akuang,asiang, atau aming #IklanAhokJahat",,,,,,,,,,,,,,,,,,
Non_HS,Abis nyoblos streaming video perkembangan Pilkada 2017 pake #SisaKuotaGakHangus dari @IM3Ooredoo kuota ga habis deh,,,,,,,,,,,,,,,,,,
Non_HS,muslim sedang diuji di negara yang mayoritas Islam..semoga kita smua bisa bersabar dan menahan utk tidak berbicara kasar sbg balasan,,,,,,,,,,,,,,,,,,
Non_HS,"Pak Anies, inget, apa yang kau tabur itu yang akan kau tuai nanti... jadi takut sendiri :"") #MataNajwaDebatJakarta",,,,,,,,,,,,,,,,,,
Non_HS,Bagaimana metode penarikan sampel hitung cepat yang dilakukan Litbang Kompas dlm Pilkada DKI Jakarta 2017? Simak disini,,,,,,,,,,,,,,,,,,
Non_HS,"mnding diem aja pak @basuki_btp semua pergerakanmu pasti disalahkan, klo wktunya menang ntar jga menang.... #IklanAhokJahat",,,,,,,,,,,,,,,,,,
Non_HS,Perbincangan menarik di Quick Count Pilkada 2017 bersama @irakoesno. #NETPilkada https:\/\/t.co\/odbVw4uWMr,,,,,,,,,,,,,,,,,,
Non_HS,Bersyukur menutup kampanye hari ini dengan berdoa agar PILKADA DKI Jakarta pada 15 Februari 2017 berjalan dengan lancar,,,,,,,,,,,,,,,,,,
Non_HS,Julia Perez Kecewa Gagal Nyoblos Pilkada DKI 2017 di TPS 15 RSCM https:\/\/t.co\/vajPLioiek,,,,,,,,,,,,,,,,,,
Non_HS,Disediakan Ambulans untuk Pasien Mencoblos pada Pilkada DKI 2017,,,,,,,,,,,,,,,,,,
Non_HS,Saya bertanya apakah saya memang tak boleh ikut Pilkada 2017? Apakah saya kehilangan hak saya yang dijamin konstitusi?,,,,,,,,,,,,,,,,,,
Non_HS,Ya Allah! Anis dan Sandi bakal jadi Gubernur DKI Jakarta terpilih di tahun ini,,,,,,,,,,,,,,,,,,
Non_HS,Domisili gue di Jakpus bela-belain ke TPS yang berlokasi di Jakbar dengan bermodal e-KTP buat ikutan Pilkada 2017.,,,,,,,,,,,,,,,,,,
Non_HS,Presiden @jokowi menggunakan hak suaranya untuk Pilkada DKI Jakarta 2017 di TPS 4 Gambir Jakarta Pusat. #NETPilkada,,,,,,,,,,,,,,,,,,
Non_HS,"agree pak @basuki_btp kekuasaan itu Tuhan yang kasih, walau dijatuhkan, Tuhan akan menaikkan :) #MataNajwaDebatJakarta",,,,,,,,,,,,,,,,,,
Non_HS,"Akibat Nila Setitik Rusak Susu Sebelangga, Akibat Mulut Oknum Tak terdidik Rusak Juga Persatuan Bangsa. #IklanAhokJahat",,,,,,,,,,,,,,,,,,
Non_HS,"Mudah-mudahan Novel baswedan tidak alami kebutaan pada matanya. Kalau sampai buta, saya siap mendonorkan mata saya untuk dia.",,,,,,,,,,,,,,,,,,
Non_HS,"Mengapa mereka melakukan ini, apakah bisa merubah keadaan bagi para pemilih nanti ? #IklanAhokJahat",,,,,,,,,,,,,,,,,,
Non_HS,Siapa yang salah? Ahok? Iklannya? Bukan.. yang perlu diprotes adalah orang yang benar2 pake spanduk itu #IklanAhokJahat https://t,,,,,,,,,,,,,,,,,,
Non_HS,Sampe sekarang gue blm ngerti dp rumah 0% itu gmn skemanya. Trs emg ada ya perbankan yang mau ngasih kredit rumah gak pakai dp? #debatfinalpilkadadki,,,,,,,,,,,,,,,,,,
Non_HS,"#debatfinalpilkadadki Bagi Anies gubernur adalah pemimpin, bukan administratur / pelayan masyarkt. Padahal melayani mencerminkan integritas.",,,,,,,,,,,,,,,,,,
Non_HS,"Kalimat Penutup Anies Ambisius, Ahok Minta Maaf, Karakter Tidak Bisa Bohong. #DebatPilkadaDKI #DebatFinalPilkadaDKI",,,,,,,,,,,,,,,,,,
Non_HS,"Kami tidak akan terprovokasi dengan sentimen dan jualan SARA mu itu, karena kami cinta Indonesia #IklanAhokJahat",,,,,,,,,,,,,,,,,,
Non_HS,Semakin umat di suguhkan #IklanAhokJahat maka akan semakin terlihat siapa yang menebar kebencian terhadap kerukunan antar umat beragama,,,,,,,,,,,,,,,,,,
Non_HS,Hampir semua polling Anies - Sandi yang menang. Semoga hari H nya juga demikian. #AniesSandi,,,,,,,,,,,,,,,,,,
Non_HS,@fahiraidris yang iklankan kampanye ahox adalah yang sama sebarin spanduk syariah dan brosur black campaign. #IklanAhokJahat,,,,,,,,,,,,,,,,,,
Non_HS,"Oke Oce akan menjadi brand dimana, semuanya menjadi OKe Oce, bahkan nanti ada kampung Oke Oce #debatfinalpilkadadki",,,,,,,,,,,,,,,,,,
Non_HS,"Sungguh sgt mengherankan, mengkampanyekan kebhinekaan tp dengan menyebarkan Islamophobia, kebhinekaan yang mana yang dimaksud?",,,,,,,,,,,,,,,,,,
Non_HS,"Debat Final Pilkada DKI Jakarta, Siapa yang Gagap, dan Siapa yang Tepat Menjawab - Adjat Sudradjat",,,,,,,,,,,,,,,,,,
Non_HS,"Jika persoalan pemimpin hanya dikaitkan dengan lisan, maka apa bedanya gubernur dengan anak-anak? #MataNajwaDebatJakarta",,,,,,,,,,,,,,,,,,
Non_HS,Cerita Djarot ini diharapkan membuat para pendukung tetap berdamai. #debatfinalpilkadadki #temanahok #AniesSandi,,,,,,,,,,,,,,,,,,
Non_HS,"Cuman mau bilang sama yang serius banget ngetweet pakai hastag #IklanAhokJahat ""Gitu aja baper"".",,,,,,,,,,,,,,,,,,
Non_HS,Ira Koesno Didekati Anies-Sandi Lalu Marahi Pendukung Paslon Saat Debat Pilkada DKI,,,,,,,,,,,,,,,,,,
Non_HS,"Alhamdulillah ya Allah SWT Semoga jakarta punya gubernur baru yang lebih bersahaja, bersahabat utk semuanya #AniesSandi",,,,,,,,,,,,,,,,,,
Non_HS,Jelang larut semalam. Diskusi dengan aktifis Golkar tingkat kelurahan. Siap bergabung dalam pemenangan #AniesSandi,,,,,,,,,,,,,,,,,,
Non_HS,Sosok Anies Sandi harus diakui sgt mengayomi. Sangat kompeten utk membangun kerukukan & kebhinekaan di Jakarta,,,,,,,,,,,,,,,,,,
Non_HS,Ngomong manis memang gampang giliran kerja bingung #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,19 April adalah saat yang penting bagi warga Jakarta untuk menentukan masa depan Ibukota,,,,,,,,,,,,,,,,,,
Non_HS,"terimakasih Pak Anies pemaparantentang DP 0 ,memberi solusi bagi warga jakarta yang ingin punya rumah dan tidak nyewa terus.",,,,,,,,,,,,,,,,,,
Non_HS,"Yang aku perhatikan, Tim Mas @aniesbaswedan sibuk ngoceh tentang @basuki_btp dan programnya. Kenapa gak ngurus diri sendiri?",,,,,,,,,,,,,,,,,,
Non_HS,"kalo pilih gubernur yang jujur, kerja nyata,anti korupsi,tegas,pinter,mlyani rakyat iklas & peduli pilih ahok djarot,..",,,,,,,,,,,,,,,,,,
Non_HS,Bisa merangkul dan menegakkan hukum. Kepemimpinan itu hadir dengan memberikan contoh & perbuatan - @aniesbaswedan,,,,,,,,,,,,,,,,,,
Non_HS,"Hasil kerja Ahok Djarot sungai di Jakarta kembali normal, bersih dan enak dipandang",,,,,,,,,,,,,,,,,,
Non_HS,"Ahok & Anies sama baiknya kok, sama bagusnya, sama okenya. Siapa yang kepilih yang menang tetap rakyat jakarta",,,,,,,,,,,,,,,,,,
Non_HS,"Semoga pak basuki bisa jadi presiden,agar Indonesia lebih maju.",,,,,,,,,,,,,,,,,,
Non_HS,"Allah SWT tidak butuh anda. Tapi Anda yang butuh Allah,Rezeki, hidup matimu. Allah yang tentukan. Mau khianati Allah? yakin gak nyesel? #SidangAhok",,,,,,,,,,,,,,,,,,
Non_HS,#SidangAhok dilanjutkan dengan rekaman yang memuat kampanye Ahok di DPP Nasdem dan juga Pulau Seribu. | @adrieedu https://t.co/8P5P4DUcFG,,,,,,,,,,,,,,,,,,
Non_HS,Ahok harus bebas demi hukum demi keadilan demi kelanjutan perbaikan DKI. Semoga hakim mmpunyai sense of justice,,,,,,,,,,,,,,,,,,
Non_HS,Pembangkit Listrik Tenaga Panas Bumi Terbesar Dunia.. #CitiPeka #SidangAhok #Tebak2anHajiDjarot https://t.co/KtXdXZsh8H,,,,,,,,,,,,,,,,,,
Non_HS,"Dan toleransi itu, ketika muslim bisa menjalankan perintah agamanya, dan non muslim juga bisa menjalankan agamanya.",,,,,,,,,,,,,,,,,,
Non_HS,"Walaupun artinya teman setia, seharusnya lebih dihindari kalau jd pemimpin",,,,,,,,,,,,,,,,,,
Non_HS,Semua kejujuran akan mendapatkan pahala dr surga #FreeAhok,,,,,,,,,,,,,,,,,,
Non_HS,"Itu sidang apa drama korea sampe 20kali, lagi menunggu sidang ahok season 2 nih... Kayaknya goblin mah kalah pamornya",,,,,,,,,,,,,,,,,,
Non_HS,"Menurut Anda, Transportasi Online manakah dikatakan ""tarif murah, aman & nyaman"" melayani ???",,,,,,,,,,,,,,,,,,
Non_HS,Nelayan Jakarta Sudah Disiapin Pulau Khusus oleh Pemda DKI #LunchBreak #SidangAhok,,,,,,,,,,,,,,,,,,
Non_HS,Adakah Potensi Radikalisme di Pilgub DKI Jakarta? #LunchBreak #SidangAhok,,,,,,,,,,,,,,,,,,
Non_HS,"Siaran ulang #AhokDjarotDiRosi malam ini, saksikan yuk di @KompasTV #AhokDjarot #Temanahok",,,,,,,,,,,,,,,,,,
Non_HS,"cuma org"" yang salah saja yang takut dengan doa itu,anda salah?? kenapa takut??? bertobatlah sebelum doa itu dinyatakan,",,,,,,,,,,,,,,,,,,
Non_HS,Selamat Pagi met aktifitas happy weekend Semoga kita jadi orang jujur biar hidup slalu mujur Aamiin #FreeAhok,,,,,,,,,,,,,,,,,,
Non_HS,"Ahok dituntut 1 tahun penjara. Kemungkinan akan divonis bebas. Masalahnya, warga DKI terlanjur kehilangan pemimpin terbaik. #FreeAhok",,,,,,,,,,,,,,,,,,
Non_HS,Alhamdulillah tuntutan jaksa hanya 1 tahun masa percobaan 2 tahun yang artinya sbnrnya jaksa mengakui kalo Ahok itu tak bersalah #FreeAhok,,,,,,,,,,,,,,,,,,
Non_HS,Kalah atau menang #tetapahok. Terimakasih karena banyak ngasih pelajaran bagaimana kerja keras utk rakyat dengan bersih.,,,,,,,,,,,,,,,,,,
Non_HS,"Pilkada Serentak, Megawati Hanya Minta Jangan ada Intimidasi dan Politik Uang https:\/\/t.co\/zHhvJ4qrrY",,,,,,,,,,,,,,,,,,
Non_HS,#thw911 Saat Anies-Sandiaga Minta Doa Ustaz untuk Debat Pilkada https:\/\/t.co\/2odlrYteU1,,,,,,,,,,,,,,,,,,
Non_HS,Jangan pernah lelah mengabdi untuk Indonesia Pak @basuki_btp. #TetapAhok!,,,,,,,,,,,,,,,,,,
Non_HS,"@LaitsSaja Jika Menang, Anies Siap Rangkul Paslon Lain Jika menang dalam kontestasi Pilkada https:\/\/t.co\/KG40YTelWX",,,,,,,,,,,,,,,,,,
Non_HS,@LaitsSaja TNI-Polri Bersinergi Jaga Keamanan Jelang Pilkada DKI TNI dan Polri terus bersin https:\/\/t.co\/HP77I9lffG,,,,,,,,,,,,,,,,,,
Non_HS,@novie_wednes72r Bismillah Inshaa ALLAH Agus Sylvi menang Pilkada DKI 1putaran dan jadi pemimpin yang amanah dan mencintai rakyat jakarta.,,,,,,,,,,,,,,,,,,
Non_HS,Trima kasih pak uda bikin jakarta lebih baik selama bapak menjabat....,,,,,,,,,,,,,,,,,,
Non_HS,@nu_online sikap yang jelas dan tegas demi ketertiban dan keamanan ibu kota negara menjelang pilkada dki jakarta,,,,,,,,,,,,,,,,,,
Non_HS,Rencana Tuhan lebih baik dari rencana manusia. Mungkin Ahok bs bekerja kebih baik di posisi lain,,,,,,,,,,,,,,,,,,
Non_HS,walau kalah tp aku tetap merasa terhormat mendukung BADJA #TerimakasihAhok,,,,,,,,,,,,,,,,,,
Non_HS,Basuki TP Ahok Wawancara informal dengan wartawan Balaikota: https:\/\/t.co\/g7iB5H5RUL,,,,,,,,,,,,,,,,,,
Non_HS,"Terimakasih Pak Ahok @basuki_btp #tetapahok karena kita memang siap kalah, dan selamat buat Gubernur baru",,,,,,,,,,,,,,,,,,
Non_HS,LUCU !! Yuk Melihat AHOK Promosikan Musik Dangdut Kepada Tamu Mancanegara,,,,,,,,,,,,,,,,,,
Non_HS,"Minggu Tenang Pilkada, Ahok Fokus Kerja di Balai Kota: Peresmian-peresmian RPTRA CSR ditunda.",,,,,,,,,,,,,,,,,,
Non_HS,MANTAB !! AHOK dan Pemprov DKI Jakarta Terjunkan Alat Berat Untuk Keruk Sampah di Waduk Pluit,,,,,,,,,,,,,,,,,,
Non_HS,Pagi Ini Polrestro Bekasi Gelar Pasukan Pilkada https:\/\/t.co\/ypRv5nNjSb,,,,,,,,,,,,,,,,,,
Non_HS,Pak @basuki_btp saya hanya bantu menyampaikan. Sbg orang2 di sekitar Pak Ahok bisa menyampaikan ke beliau. @kurawa. #BlusukanAhok #Gue2,,,,,,,,,,,,,,,,,,
Non_HS,"pak ahok kalau anda jadi gubernur jangan lupa anda harus bangun provinsi Jambi buat lahan petani semua, dan jln kreta api jambi, riau, lampung",,,,,,,,,,,,,,,,,,
Non_HS,Partai Nasdem Optimis Menang di Pilkada Serentak 2017 https:\/\/t.co\/EOAzcxai94,,,,,,,,,,,,,,,,,,
Non_HS,"biar kalah, tetap bangga. Sabar n iklas menerima nya. Masih bnyak jabatan lain untuk pak ahok. #TetapAhok",,,,,,,,,,,,,,,,,,
Non_HS,Sabar n iklas ya pak. Apa pun hasil nya. Kita tetap dukung. Di mna pun/jabatn apa pun yang bpk emban nanti. #TetapAhok,,,,,,,,,,,,,,,,,,
Non_HS,"Wlaupun kita tak kenal,saya yakini slama ini kamu tlah bkerja kras tuk sebuah nilai yang diperjuangkan.",,,,,,,,,,,,,,,,,,
Non_HS,"Kita mgk bs mendukung dia dlm hal kejujuran dan niat baik utk melayani warga, tapi gantiin dia dlm hal pekerjaan",,,,,,,,,,,,,,,,,,
Non_HS,"Puluhan Personel Brimob Nunukan Diberangkatkan, Amankan Pilkada di Dua Provinsi",,,,,,,,,,,,,,,,,,
Non_HS,@basuki_btp sing sabar pak.. Simpen energi bapak untuk bagian lain Indonesia... Gusti Allah mboten sare pak...,,,,,,,,,,,,,,,,,,
Non_HS,"Karena saya memilih dengan sehat maka saya kompensasikan dengan sarapan pagi yang, uhm, secara umum gak sehat. IMPAS",,,,,,,,,,,,,,,,,,
Non_HS,"Mahfud MD Heran, UU Pemda Sangat Jelas Tapi Mendagri Keukeuh Pertahankan Ahok",,,,,,,,,,,,,,,,,,
Non_HS,"Tuips, Ibu Sinta Nuriyah tidak pernah mengeluarkan pernyataan terkait pilkada DKI",,,,,,,,,,,,,,,,,,
Non_HS,Lebih tambah jatuh hati deh jadinya Tak bisa berpaling ke pilihan yang lain Tetap ke pak ahok -Djarotlah yang terbaik,,,,,,,,,,,,,,,,,,
Non_HS,"Yoi... Yang Jelas Pemenagnya itu hanya satu pasang calon, buka dua apa lagi tiga. 1, 2 dan 3 memiliki Peluang yang sama",,,,,,,,,,,,,,,,,,
Non_HS,"Aksi 112 tampaknya akan diubah jadi zikir pilkada. Sejauh yang saya tahu, zikir adalah ibadah dekatkan diri ke Allah.",,,,,,,,,,,,,,,,,,
Non_HS,"Janganlah karena pilkada dan kepentingan politik sesaat, persahabatan dan persaudaraan kita terputus | Kita adalah saudara.",,,,,,,,,,,,,,,,,,
Non_HS,Pilkada di Beltim di kampung sendiri ahok hanya 33% suara. Di Babel kalah telak. Pilkada di DKI? paling cuma 3% suara,,,,,,,,,,,,,,,,,,
Non_HS,Ya allah... Beneran... Pak ahok akhirnya samperin si emak...,,,,,,,,,,,,,,,,,,
Non_HS,"Terimakasih Pak @basukibtp untuk 5 tahunnya, 3 tahun sbg wakil gubernur & 2 tahun sbg gubernur!",,,,,,,,,,,,,,,,,,
Non_HS,"kesimpulannya tuips, mari kita menangkan Agus Sylvi SATU Putaran, gak perlu pakai 2 putaran segala, cuma habiskan waktu",,,,,,,,,,,,,,,,,,
Non_HS,Dan selamat atas kemenangannya untuk bapak Anies & Sandi. Semoga Jakarta bisa bersatu lagi,,,,,,,,,,,,,,,,,,
Non_HS,Bangga masih memiliki putra bangsa seperti pak Basuki dan pak Jarot.,,,,,,,,,,,,,,,,,,
Non_HS,"Temen-temen, apapun pilihannya, masih ada kehidupan setelah pilkada. Mari saling merangkul & saatnya Jakarta maju dan bahagia bersama.",,,,,,,,,,,,,,,,,,
Non_HS,"Selamat atas status barunya pak #Aniessandi, semangat ya pak, semoga semua sesuai dengan janjinya",,,,,,,,,,,,,,,,,,
Non_HS,"Pak ahok @basukibtp tetep semangat yaaa, saya akan selalu menghargai kerja keras bapak dan saya ucapkan selamat atas kemenangan paslon nomor 3 yaitu #AniesSandi!",,,,,,,,,,,,,,,,,,
Non_HS,Terima kasih pak ahok pak djarot kami bangga perna di pimpin sama bapak berdua...tetap semangat...sukses terus pak,,,,,,,,,,,,,,,,,,
Non_HS,Terima kasih Pak Ahok-Djarot telah bersama kami beberapa tahun ini,,,,,,,,,,,,,,,,,,
Non_HS,Sumarsono: Gaya Pak Ahok yang Kerja Keras Patut Dicontoh dan itu Bagus!!!,,,,,,,,,,,,,,,,,,
Non_HS,"Klo semua mau jujur dan pake hati nurani, Ahok adlh yang terbaik buat Jakarta. Gubernur yang jujur dan benar2 perhatian pd warga",,,,,,,,,,,,,,,,,,
Non_HS,Pak Ahok the best aku salut sama pak orang nya sabar dengan cobaan dari tuhan Pak Ahok is the best,,,,,,,,,,,,,,,,,,
Non_HS,"Makasih Pak Ahok, sudah ajarkan kami makna peduli sama rakyat. Andai di masa depan saya dpt kesempatan",,,,,,,,,,,,,,,,,,
Non_HS,Hadeuuuh.. Kenapa jadi gaduh gini Pilkada DKI ya... Padahal Pilkada serentak 2015 lalu aman aman saja?,,,,,,,,,,,,,,,,,,
Non_HS,"Masyarakat Transportasi Jakarta dukung Ahok-Djarot, https:\/\/t.co\/7fdwk8XvCB",,,,,,,,,,,,,,,,,,
Non_HS,"Saya sudah tidak tertarik melihat Debat Pilkada DKI, namun ada yang menarik. Salah satu Cagub sering mengepalkan tangan pada saat menjelas",,,,,,,,,,,,,,,,,,
Non_HS,Semangat terus. Maju terus di dalam TUHAN. God Bless you more and forever bpk ahok dan family,,,,,,,,,,,,,,,,,,
Non_HS,"Selamat bertugas pak Anis, semoga Jakarta menjadi lebih baik lagi!",,,,,,,,,,,,,,,,,,
Non_HS,"@aniesbaswedan @sandiuno selamat ya pak, kami tunggu program terealisasi. Jangan kecewakan Jakarta",,,,,,,,,,,,,,,,,,
Non_HS,Saya selalu mendoakan yang terbaik untk bapak dan bapak juga mendapatkan banyak ucapan dari saudara di gaza palestina,,,,,,,,,,,,,,,,,,
Non_HS,Selamat untk bpk @aniesbaswedan & @sandiagauno atas kemenangannya. Semoga allah memberkahi disetiap langkah yang bapak ambil aminnn salam3jari,,,,,,,,,,,,,,,,,,
Non_HS,Mereka telah siap berikan yang terbaik di ajang debat terbuka!,,,,,,,,,,,,,,,,,,
Non_HS,Pak anies dan pak @sandiuno selamat ya sudah terpilih jd gubernur dan wagub Jakarta.,,,,,,,,,,,,,,,,,,
Non_HS, Kejahatan perbankan yang di spin oleh tim AHY untuk kepentingan pilkada,,,,,,,,,,,,,,,,,,
Non_HS,Agus-Sylvi Diprediksi Maju di Putaran Kedua Pilkada DKI versi Survey GRP,,,,,,,,,,,,,,,,,,
Non_HS,Alhamdulillah sambutan antusias warga di tiap blusukan pak Ahok selalu real. Ngga ada settingan.,,,,,,,,,,,,,,,,,,
Non_HS,Sampai detik ini pak ahok masih harapan terbesar saya #prayforjakarta,,,,,,,,,,,,,,,,,,
Non_HS,Tuhan punya rencana yang indah buat Pak Ahok dan Pak Djarot,,,,,,,,,,,,,,,,,,
Non_HS,Selamat dan terima kasih banyak untuk pak Ahok dan pak Djarot yang sudah menunjukan bahwa negara ini masih punya orang2 baik,,,,,,,,,,,,,,,,,,
Non_HS,Terima kasih pak atas segala kebaikan untuk jakarta yang sudah kalian tancapkan di hati warga jakarta,,,,,,,,,,,,,,,,,,
Non_HS,Pasti bapak anies sandi kemungkinan besar menang,,,,,,,,,,,,,,,,,,
Non_HS,"Terima kasih. Kepada pendukung kami, percayalah... Tuhan tahu yang terbaik. #JakartaPunyaSemua",,,,,,,,,,,,,,,,,,
Non_HS,Gubernur dan wakil gubernur terbaik yang pernah jakarta miliki.,,,,,,,,,,,,,,,,,,
Non_HS,"Jelang Akhir Masa Tugas, Plt Gubernur DKI Akui Kinerja Ahok https:\/\/t.co\/04ihgI5cwZ",,,,,,,,,,,,,,,,,,
Non_HS,Pendukung yang Telah Dibaiat tapi Tak Pilih Agus-Sylvi Akan Terima Risikonya,,,,,,,,,,,,,,,,,,
Non_HS,Mutiara tetap mutiara Pak Ahok Djarot. Tuhan pny rencana yang lebih dahsyat utk Bapak ber2 utk Indonesia. Maju terus.,,,,,,,,,,,,,,,,,,
Non_HS,Tuhan percayakan hal yang lebih Besar lagi kepada Pak Ahok selain hanya menjadi Gubernur Dki jakarta.,,,,,,,,,,,,,,,,,,
Non_HS,I LOVE YOU PAK AHOK.AKU HANYA BISA BERDOA SEMOGA TUHAN MEMBERKATI. SALAM 2 JARI UNTUK PA AHOK I LOVE YOU,,,,,,,,,,,,,,,,,,
Non_HS,Survei Terbaru: Anies-Sandi Melejit Jauh Tinggalkan Ahok-Djarot https:\/\/t.co\/2IHhuzPsbF,,,,,,,,,,,,,,,,,,
Non_HS,Aku akui pak ahok itu tangguh sekali dan apa adanya,,,,,,,,,,,,,,,,,,
Non_HS,saya selalu mendukung dan berdoa untukmu ahokdjarot terimakasih,,,,,,,,,,,,,,,,,,
Non_HS,Mudah2han pak ahok jadi nomor satu di Indonesia,,,,,,,,,,,,,,,,,,
Non_HS,TPS Paslon Pilkada DKI Akan Dijaga Ketat,,,,,,,,,,,,,,,,,,
Non_HS,saya bukan penduduk jakarta. tapi saya kagum pada sosok ahok dan jarot.allah memang punya rencana lain.selamat pada beliau,,,,,,,,,,,,,,,,,,
Non_HS,Pak anies tolong bongkar lagi masjid yang di bangun pak ahok di daan mogot,,,,,,,,,,,,,,,,,,
Non_HS,Yang blm pada move on mending bsk piknik aja mumpung long weekend hehehe,,,,,,,,,,,,,,,,,,
Non_HS,Semoga bapak bisa meneladani sosok bang yos gubernur jakarta yang sangat cinta @persijajkt,,,,,,,,,,,,,,,,,,
Non_HS,"Pemimpin yang baik pemimpin yang mengerti akan jiwa pemuda, lanjutkan pak @aniesbaswedan",,,,,,,,,,,,,,,,,,
Non_HS,kami disini mendulungmu untuk jakarta yang maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya,,,,,,,,,,,,,,,,,,
Non_HS,"Negara kita negara BHINEKA TUNGGAL IKA. jadi ga liat pemimpin dengan agama ,ras ,budaya",,,,,,,,,,,,,,,,,,
Non_HS,pak @aniesbaswedan kami disini mendulungmu untuk jakarta yang maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya,,,,,,,,,,,,,,,,,,
Non_HS,Gw yakin suatu saat pasti Pak @basuki_btp akan ada patungnya sebagai tanda jasa entah itu di indo atau di madame tussaud.,,,,,,,,,,,,,,,,,,
Non_HS,"Doa itu sebaiknya yang baik2. Karena Tuhan juga baik. Klo doa jelek jahat, akan berbalik ke diri yang mendoakan loh",,,,,,,,,,,,,,,,,,
